len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OTOKEN_perfect; pattern type: l0
len(selected_patterns):106; curr precision: 0.9735; curr recall: 0.0793; curr f1: 0.1467; curr tp: 8660; curr fp: 236; curr fn: 100491; curr tn: 1562942; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_reduced; pattern type: l0
len(selected_patterns):107; curr precision: 0.9731; curr recall: 0.0795; curr f1: 0.147; curr tp: 8679; curr fp: 240; curr fn: 100472; curr tn: 1562938; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: _OTOKEN_solid-state; pattern type: l0
len(selected_patterns):108; curr precision: 0.9729; curr recall: 0.0797; curr f1: 0.1473; curr tp: 8698; curr fp: 242; curr fn: 100453; curr tn: 1562936; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: _OTOKEN_decently; pattern type: l0
len(selected_patterns):109; curr precision: 0.973; curr recall: 0.0799; curr f1: 0.1476; curr tp: 8717; curr fp: 242; curr fn: 100434; curr tn: 1562936; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: _OTOKEN_dull; pattern type: l0
len(selected_patterns):110; curr precision: 0.973; curr recall: 0.08; curr f1: 0.1479; curr tp: 8736; curr fp: 242; curr fn: 100415; curr tn: 1562936; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: _OTOKEN_glitchy; pattern type: l0
len(selected_patterns):111; curr precision: 0.9731; curr recall: 0.0802; curr f1: 0.1482; curr tp: 8755; curr fp: 242; curr fn: 100396; curr tn: 1562936; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: _OTOKEN_satisfying; pattern type: l0
len(selected_patterns):112; curr precision: 0.9726; curr recall: 0.0804; curr f1: 0.1485; curr tp: 8774; curr fp: 247; curr fn: 100377; curr tn: 1562931; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: _OTOKEN_user-friendly; pattern type: l0
len(selected_patterns):113; curr precision: 0.9722; curr recall: 0.0806; curr f1: 0.1488; curr tp: 8793; curr fp: 251; curr fn: 100358; curr tn: 1562927; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: _OTOKEN_void; pattern type: l0
len(selected_patterns):114; curr precision: 0.9723; curr recall: 0.0807; curr f1: 0.1491; curr tp: 8811; curr fp: 251; curr fn: 100340; curr tn: 1562927; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_satisfactory; pattern type: l0
len(selected_patterns):115; curr precision: 0.9722; curr recall: 0.0809; curr f1: 0.1494; curr tp: 8829; curr fp: 252; curr fn: 100322; curr tn: 1562926; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_unbeatable; pattern type: l0
len(selected_patterns):116; curr precision: 0.9719; curr recall: 0.0811; curr f1: 0.1496; curr tp: 8847; curr fp: 256; curr fn: 100304; curr tn: 1562922; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_upgradeable; pattern type: l0
len(selected_patterns):117; curr precision: 0.9718; curr recall: 0.0812; curr f1: 0.1499; curr tp: 8865; curr fp: 257; curr fn: 100286; curr tn: 1562921; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_sturdier; pattern type: l0
len(selected_patterns):118; curr precision: 0.9712; curr recall: 0.0814; curr f1: 0.1502; curr tp: 8883; curr fp: 263; curr fn: 100268; curr tn: 1562915; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_rugged; pattern type: l0
len(selected_patterns):119; curr precision: 0.9712; curr recall: 0.0815; curr f1: 0.1505; curr tp: 8901; curr fp: 264; curr fn: 100250; curr tn: 1562914; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_outweigh; pattern type: l0
len(selected_patterns):120; curr precision: 0.9708; curr recall: 0.0817; curr f1: 0.1507; curr tp: 8919; curr fp: 268; curr fn: 100232; curr tn: 1562910; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_consistent; pattern type: l0
len(selected_patterns):121; curr precision: 0.9708; curr recall: 0.0819; curr f1: 0.151; curr tp: 8937; curr fp: 269; curr fn: 100214; curr tn: 1562909; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_grainy; pattern type: l0
len(selected_patterns):122; curr precision: 0.9708; curr recall: 0.082; curr f1: 0.1513; curr tp: 8955; curr fp: 269; curr fn: 100196; curr tn: 1562909; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_fuzzy; pattern type: l0
len(selected_patterns):123; curr precision: 0.9709; curr recall: 0.0822; curr f1: 0.1516; curr tp: 8973; curr fp: 269; curr fn: 100178; curr tn: 1562909; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_narrow; pattern type: l0
len(selected_patterns):124; curr precision: 0.971; curr recall: 0.0824; curr f1: 0.1519; curr tp: 8991; curr fp: 269; curr fn: 100160; curr tn: 1562909; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: _OTOKEN_dissatisfied; pattern type: l0
len(selected_patterns):125; curr precision: 0.971; curr recall: 0.0825; curr f1: 0.1521; curr tp: 9008; curr fp: 269; curr fn: 100143; curr tn: 1562909; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: _OTOKEN_subpar; pattern type: l0
len(selected_patterns):126; curr precision: 0.9707; curr recall: 0.0827; curr f1: 0.1524; curr tp: 9025; curr fp: 272; curr fn: 100126; curr tn: 1562906; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: _OTOKEN_wary; pattern type: l0
len(selected_patterns):127; curr precision: 0.9708; curr recall: 0.0828; curr f1: 0.1527; curr tp: 9042; curr fp: 272; curr fn: 100109; curr tn: 1562906; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: _OTOKEN_quieter; pattern type: l0
len(selected_patterns):128; curr precision: 0.9708; curr recall: 0.083; curr f1: 0.1529; curr tp: 9059; curr fp: 272; curr fn: 100092; curr tn: 1562906; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: _OTOKEN_dissapointed; pattern type: l0
len(selected_patterns):129; curr precision: 0.9708; curr recall: 0.0832; curr f1: 0.1532; curr tp: 9076; curr fp: 273; curr fn: 100075; curr tn: 1562905; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: _OTOKEN_stinks; pattern type: l0
len(selected_patterns):130; curr precision: 0.9703; curr recall: 0.0833; curr f1: 0.1534; curr tp: 9092; curr fp: 278; curr fn: 100059; curr tn: 1562900; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_unexpected; pattern type: l0
len(selected_patterns):131; curr precision: 0.9702; curr recall: 0.0834; curr f1: 0.1537; curr tp: 9108; curr fp: 280; curr fn: 100043; curr tn: 1562898; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_resistant; pattern type: l0
len(selected_patterns):132; curr precision: 0.97; curr recall: 0.0836; curr f1: 0.1539; curr tp: 9124; curr fp: 282; curr fn: 100027; curr tn: 1562896; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_delighted; pattern type: l0
len(selected_patterns):133; curr precision: 0.9697; curr recall: 0.0837; curr f1: 0.1542; curr tp: 9140; curr fp: 286; curr fn: 100011; curr tn: 1562892; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_light-weight; pattern type: l0
len(selected_patterns):134; curr precision: 0.9697; curr recall: 0.0839; curr f1: 0.1544; curr tp: 9156; curr fp: 286; curr fn: 99995; curr tn: 1562892; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_fluid; pattern type: l0
len(selected_patterns):135; curr precision: 0.9698; curr recall: 0.084; curr f1: 0.1547; curr tp: 9172; curr fp: 286; curr fn: 99979; curr tn: 1562892; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_incorrect; pattern type: l0
len(selected_patterns):136; curr precision: 0.9698; curr recall: 0.0842; curr f1: 0.1549; curr tp: 9188; curr fp: 286; curr fn: 99963; curr tn: 1562892; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_unstable; pattern type: l0
len(selected_patterns):137; curr precision: 0.9697; curr recall: 0.0843; curr f1: 0.1552; curr tp: 9204; curr fp: 288; curr fn: 99947; curr tn: 1562890; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_improves; pattern type: l0
len(selected_patterns):138; curr precision: 0.9696; curr recall: 0.0845; curr f1: 0.1554; curr tp: 9220; curr fp: 289; curr fn: 99931; curr tn: 1562889; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_sexy; pattern type: l0
len(selected_patterns):139; curr precision: 0.9696; curr recall: 0.0846; curr f1: 0.1556; curr tp: 9236; curr fp: 290; curr fn: 99915; curr tn: 1562888; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_straightforward; pattern type: l0
len(selected_patterns):140; curr precision: 0.9694; curr recall: 0.0848; curr f1: 0.1559; curr tp: 9252; curr fp: 292; curr fn: 99899; curr tn: 1562886; precision of pattern: 1.0; tp, abs. recall of pattern: 16; pattern: _OTOKEN_insane; pattern type: l0
len(selected_patterns):141; curr precision: 0.9691; curr recall: 0.0849; curr f1: 0.1561; curr tp: 9267; curr fp: 295; curr fn: 99884; curr tn: 1562883; precision of pattern: 1.0; tp, abs. recall of pattern: 15; pattern: _OTOKEN_effortlessly; pattern type: l0
len(selected_patterns):142; curr precision: 0.9691; curr recall: 0.085; curr f1: 0.1564; curr tp: 9282; curr fp: 296; curr fn: 99869; curr tn: 1562882; precision of pattern: 1.0; tp, abs. recall of pattern: 15; pattern: _OTOKEN_painful; pattern type: l0
len(selected_patterns):143; curr precision: 0.969; curr recall: 0.0852; curr f1: 0.1566; curr tp: 9296; curr fp: 297; curr fn: 99855; curr tn: 1562881; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_serviceable; pattern type: l0
len(selected_patterns):144; curr precision: 0.9686; curr recall: 0.0853; curr f1: 0.1568; curr tp: 9310; curr fp: 302; curr fn: 99841; curr tn: 1562876; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_low-end; pattern type: l0
len(selected_patterns):145; curr precision: 0.9686; curr recall: 0.0854; curr f1: 0.157; curr tp: 9324; curr fp: 302; curr fn: 99827; curr tn: 1562876; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_modest; pattern type: l0
len(selected_patterns):146; curr precision: 0.9685; curr recall: 0.0856; curr f1: 0.1572; curr tp: 9338; curr fp: 304; curr fn: 99813; curr tn: 1562874; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_tedious; pattern type: l0
len(selected_patterns):147; curr precision: 0.9685; curr recall: 0.0857; curr f1: 0.1574; curr tp: 9352; curr fp: 304; curr fn: 99799; curr tn: 1562874; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_tolerable; pattern type: l0
len(selected_patterns):148; curr precision: 0.9679; curr recall: 0.0858; curr f1: 0.1576; curr tp: 9366; curr fp: 311; curr fn: 99785; curr tn: 1562867; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_flexible; pattern type: l0
len(selected_patterns):149; curr precision: 0.9673; curr recall: 0.0859; curr f1: 0.1578; curr tp: 9380; curr fp: 317; curr fn: 99771; curr tn: 1562861; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_separated; pattern type: l0
len(selected_patterns):150; curr precision: 0.9668; curr recall: 0.0861; curr f1: 0.1581; curr tp: 9394; curr fp: 323; curr fn: 99757; curr tn: 1562855; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_flush; pattern type: l0
len(selected_patterns):151; curr precision: 0.9666; curr recall: 0.0862; curr f1: 0.1583; curr tp: 9408; curr fp: 325; curr fn: 99743; curr tn: 1562853; precision of pattern: 1.0; tp, abs. recall of pattern: 14; pattern: _OTOKEN_manageable; pattern type: l0
len(selected_patterns):152; curr precision: 0.9667; curr recall: 0.0863; curr f1: 0.1585; curr tp: 9421; curr fp: 325; curr fn: 99730; curr tn: 1562853; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_crapped; pattern type: l0
len(selected_patterns):153; curr precision: 0.9666; curr recall: 0.0864; curr f1: 0.1587; curr tp: 9434; curr fp: 326; curr fn: 99717; curr tn: 1562852; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_disappeared; pattern type: l0
len(selected_patterns):154; curr precision: 0.9666; curr recall: 0.0865; curr f1: 0.1589; curr tp: 9447; curr fp: 326; curr fn: 99704; curr tn: 1562852; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_ruined; pattern type: l0
len(selected_patterns):155; curr precision: 0.9662; curr recall: 0.0867; curr f1: 0.1591; curr tp: 9460; curr fp: 331; curr fn: 99691; curr tn: 1562847; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_bent; pattern type: l0
len(selected_patterns):156; curr precision: 0.9659; curr recall: 0.0868; curr f1: 0.1593; curr tp: 9473; curr fp: 334; curr fn: 99678; curr tn: 1562844; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_tinny; pattern type: l0
len(selected_patterns):157; curr precision: 0.9659; curr recall: 0.0869; curr f1: 0.1595; curr tp: 9486; curr fp: 335; curr fn: 99665; curr tn: 1562843; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_respectable; pattern type: l0
len(selected_patterns):158; curr precision: 0.9659; curr recall: 0.087; curr f1: 0.1597; curr tp: 9499; curr fp: 335; curr fn: 99652; curr tn: 1562843; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_nicest; pattern type: l0
len(selected_patterns):159; curr precision: 0.966; curr recall: 0.0871; curr f1: 0.1599; curr tp: 9512; curr fp: 335; curr fn: 99639; curr tn: 1562843; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_touchy; pattern type: l0
len(selected_patterns):160; curr precision: 0.9659; curr recall: 0.0873; curr f1: 0.1601; curr tp: 9525; curr fp: 336; curr fn: 99626; curr tn: 1562842; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_voiding; pattern type: l0
len(selected_patterns):161; curr precision: 0.966; curr recall: 0.0874; curr f1: 0.1603; curr tp: 9538; curr fp: 336; curr fn: 99613; curr tn: 1562842; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_pathetic; pattern type: l0
len(selected_patterns):162; curr precision: 0.9659; curr recall: 0.0875; curr f1: 0.1605; curr tp: 9551; curr fp: 337; curr fn: 99600; curr tn: 1562841; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_spacious; pattern type: l0
len(selected_patterns):163; curr precision: 0.9656; curr recall: 0.0876; curr f1: 0.1607; curr tp: 9564; curr fp: 341; curr fn: 99587; curr tn: 1562837; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_glowing; pattern type: l0
len(selected_patterns):164; curr precision: 0.9656; curr recall: 0.0877; curr f1: 0.1609; curr tp: 9577; curr fp: 341; curr fn: 99574; curr tn: 1562837; precision of pattern: 1.0; tp, abs. recall of pattern: 13; pattern: _OTOKEN_misleading; pattern type: l0
len(selected_patterns):165; curr precision: 0.9657; curr recall: 0.0879; curr f1: 0.1611; curr tp: 9589; curr fp: 341; curr fn: 99562; curr tn: 1562837; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_painless; pattern type: l0
len(selected_patterns):166; curr precision: 0.9656; curr recall: 0.088; curr f1: 0.1612; curr tp: 9601; curr fp: 342; curr fn: 99550; curr tn: 1562836; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_worthy; pattern type: l0
len(selected_patterns):167; curr precision: 0.9655; curr recall: 0.0881; curr f1: 0.1614; curr tp: 9613; curr fp: 344; curr fn: 99538; curr tn: 1562834; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_disaster; pattern type: l0
len(selected_patterns):168; curr precision: 0.9655; curr recall: 0.0882; curr f1: 0.1616; curr tp: 9625; curr fp: 344; curr fn: 99526; curr tn: 1562834; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_competent; pattern type: l0
len(selected_patterns):169; curr precision: 0.9655; curr recall: 0.0883; curr f1: 0.1618; curr tp: 9637; curr fp: 344; curr fn: 99514; curr tn: 1562834; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_flaky; pattern type: l0
len(selected_patterns):170; curr precision: 0.9654; curr recall: 0.0884; curr f1: 0.162; curr tp: 9649; curr fp: 346; curr fn: 99502; curr tn: 1562832; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_destroyed; pattern type: l0
len(selected_patterns):171; curr precision: 0.9641; curr recall: 0.0885; curr f1: 0.1621; curr tp: 9661; curr fp: 360; curr fn: 99490; curr tn: 1562818; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_balanced; pattern type: l0
len(selected_patterns):172; curr precision: 0.9634; curr recall: 0.0886; curr f1: 0.1623; curr tp: 9673; curr fp: 367; curr fn: 99478; curr tn: 1562811; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_full-sized; pattern type: l0
len(selected_patterns):173; curr precision: 0.9629; curr recall: 0.0887; curr f1: 0.1625; curr tp: 9685; curr fp: 373; curr fn: 99466; curr tn: 1562805; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_playable; pattern type: l0
len(selected_patterns):174; curr precision: 0.963; curr recall: 0.0888; curr f1: 0.1627; curr tp: 9697; curr fp: 373; curr fn: 99454; curr tn: 1562805; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_obsolete; pattern type: l0
len(selected_patterns):175; curr precision: 0.9627; curr recall: 0.089; curr f1: 0.1629; curr tp: 9709; curr fp: 376; curr fn: 99442; curr tn: 1562802; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_spoiled; pattern type: l0
len(selected_patterns):176; curr precision: 0.9628; curr recall: 0.0891; curr f1: 0.163; curr tp: 9721; curr fp: 376; curr fn: 99430; curr tn: 1562802; precision of pattern: 1.0; tp, abs. recall of pattern: 12; pattern: _OTOKEN_erratic; pattern type: l0
