len(selected_patterns):1; curr precision: 1.0; curr recall: 0.0195; curr f1: 0.0383; curr tp: 2387; curr fp: 0; curr fn: 119860; curr tn: 1385277; precision of pattern: 1.0; tp, abs. recall of pattern: 2387; pattern: _OTOKEN_delicious; pattern type: l0
len(selected_patterns):106; curr precision: 0.9846; curr recall: 0.1353; curr f1: 0.238; curr tp: 16546; curr fp: 259; curr fn: 105701; curr tn: 1385018; precision of pattern: 1.0; tp, abs. recall of pattern: 31; pattern: _OTOKEN_bummer; pattern type: l0
len(selected_patterns):107; curr precision: 0.9841; curr recall: 0.1356; curr f1: 0.2383; curr tp: 16576; curr fp: 268; curr fn: 105671; curr tn: 1385009; precision of pattern: 1.0; tp, abs. recall of pattern: 30; pattern: _OTOKEN_cramped; pattern type: l0
len(selected_patterns):108; curr precision: 0.9839; curr recall: 0.1358; curr f1: 0.2387; curr tp: 16606; curr fp: 271; curr fn: 105641; curr tn: 1385006; precision of pattern: 1.0; tp, abs. recall of pattern: 30; pattern: _OTOKEN_ideal; pattern type: l0
len(selected_patterns):109; curr precision: 0.984; curr recall: 0.1361; curr f1: 0.2391; curr tp: 16636; curr fp: 271; curr fn: 105611; curr tn: 1385006; precision of pattern: 1.0; tp, abs. recall of pattern: 30; pattern: _OTOKEN_underwhelming; pattern type: l0
len(selected_patterns):110; curr precision: 0.984; curr recall: 0.1363; curr f1: 0.2395; curr tp: 16666; curr fp: 271; curr fn: 105581; curr tn: 1385006; precision of pattern: 1.0; tp, abs. recall of pattern: 30; pattern: _OTOKEN_wonderfully; pattern type: l0
len(selected_patterns):111; curr precision: 0.984; curr recall: 0.1366; curr f1: 0.2399; curr tp: 16696; curr fp: 271; curr fn: 105551; curr tn: 1385006; precision of pattern: 1.0; tp, abs. recall of pattern: 30; pattern: _OTOKEN_delectable; pattern type: l0
len(selected_patterns):112; curr precision: 0.984; curr recall: 0.1368; curr f1: 0.2402; curr tp: 16726; curr fp: 272; curr fn: 105521; curr tn: 1385005; precision of pattern: 1.0; tp, abs. recall of pattern: 30; pattern: _OTOKEN_eclectic; pattern type: l0
len(selected_patterns):113; curr precision: 0.9839; curr recall: 0.1371; curr f1: 0.2406; curr tp: 16755; curr fp: 275; curr fn: 105492; curr tn: 1385002; precision of pattern: 1.0; tp, abs. recall of pattern: 29; pattern: _OTOKEN_watered; pattern type: l0
len(selected_patterns):114; curr precision: 0.9839; curr recall: 0.1373; curr f1: 0.241; curr tp: 16784; curr fp: 275; curr fn: 105463; curr tn: 1385002; precision of pattern: 1.0; tp, abs. recall of pattern: 29; pattern: _OTOKEN_flaky; pattern type: l0
len(selected_patterns):115; curr precision: 0.9839; curr recall: 0.1375; curr f1: 0.2413; curr tp: 16813; curr fp: 275; curr fn: 105434; curr tn: 1385002; precision of pattern: 1.0; tp, abs. recall of pattern: 29; pattern: _OTOKEN_subpar; pattern type: l0
len(selected_patterns):116; curr precision: 0.9839; curr recall: 0.1378; curr f1: 0.2417; curr tp: 16842; curr fp: 275; curr fn: 105405; curr tn: 1385002; precision of pattern: 1.0; tp, abs. recall of pattern: 29; pattern: _OTOKEN_delicate; pattern type: l0
len(selected_patterns):117; curr precision: 0.984; curr recall: 0.138; curr f1: 0.2421; curr tp: 16871; curr fp: 275; curr fn: 105376; curr tn: 1385002; precision of pattern: 1.0; tp, abs. recall of pattern: 29; pattern: _OTOKEN_unlimited; pattern type: l0
len(selected_patterns):118; curr precision: 0.984; curr recall: 0.1382; curr f1: 0.2424; curr tp: 16899; curr fp: 275; curr fn: 105348; curr tn: 1385002; precision of pattern: 1.0; tp, abs. recall of pattern: 28; pattern: _OTOKEN_scrumptious; pattern type: l0
len(selected_patterns):119; curr precision: 0.9839; curr recall: 0.1385; curr f1: 0.2428; curr tp: 16927; curr fp: 277; curr fn: 105320; curr tn: 1385000; precision of pattern: 1.0; tp, abs. recall of pattern: 28; pattern: _OTOKEN_messy; pattern type: l0
len(selected_patterns):120; curr precision: 0.9839; curr recall: 0.1387; curr f1: 0.2431; curr tp: 16955; curr fp: 278; curr fn: 105292; curr tn: 1384999; precision of pattern: 1.0; tp, abs. recall of pattern: 28; pattern: _OTOKEN_diverse; pattern type: l0
len(selected_patterns):121; curr precision: 0.9839; curr recall: 0.1389; curr f1: 0.2435; curr tp: 16983; curr fp: 278; curr fn: 105264; curr tn: 1384999; precision of pattern: 1.0; tp, abs. recall of pattern: 28; pattern: _OTOKEN_lukewarm; pattern type: l0
len(selected_patterns):122; curr precision: 0.9839; curr recall: 0.1392; curr f1: 0.2438; curr tp: 17011; curr fp: 279; curr fn: 105236; curr tn: 1384998; precision of pattern: 1.0; tp, abs. recall of pattern: 28; pattern: _OTOKEN_confusing; pattern type: l0
len(selected_patterns):123; curr precision: 0.9839; curr recall: 0.1394; curr f1: 0.2442; curr tp: 17038; curr fp: 279; curr fn: 105209; curr tn: 1384998; precision of pattern: 1.0; tp, abs. recall of pattern: 27; pattern: _OTOKEN_cheerful; pattern type: l0
len(selected_patterns):124; curr precision: 0.9836; curr recall: 0.1396; curr f1: 0.2445; curr tp: 17065; curr fp: 285; curr fn: 105182; curr tn: 1384992; precision of pattern: 1.0; tp, abs. recall of pattern: 27; pattern: _OTOKEN_unprofessional; pattern type: l0
len(selected_patterns):125; curr precision: 0.9836; curr recall: 0.1398; curr f1: 0.2448; curr tp: 17092; curr fp: 285; curr fn: 105155; curr tn: 1384992; precision of pattern: 1.0; tp, abs. recall of pattern: 27; pattern: _OTOKEN_lackluster; pattern type: l0
len(selected_patterns):126; curr precision: 0.9836; curr recall: 0.14; curr f1: 0.2452; curr tp: 17119; curr fp: 286; curr fn: 105128; curr tn: 1384991; precision of pattern: 1.0; tp, abs. recall of pattern: 27; pattern: _OTOKEN_miserable; pattern type: l0
len(selected_patterns):127; curr precision: 0.9835; curr recall: 0.1403; curr f1: 0.2455; curr tp: 17146; curr fp: 288; curr fn: 105101; curr tn: 1384989; precision of pattern: 1.0; tp, abs. recall of pattern: 27; pattern: _OTOKEN_healthier; pattern type: l0
len(selected_patterns):128; curr precision: 0.9831; curr recall: 0.1405; curr f1: 0.2458; curr tp: 17173; curr fp: 295; curr fn: 105074; curr tn: 1384982; precision of pattern: 1.0; tp, abs. recall of pattern: 27; pattern: _OTOKEN_winner; pattern type: l0
len(selected_patterns):129; curr precision: 0.9831; curr recall: 0.1407; curr f1: 0.2462; curr tp: 17200; curr fp: 295; curr fn: 105047; curr tn: 1384982; precision of pattern: 1.0; tp, abs. recall of pattern: 27; pattern: _OTOKEN_deliciousness; pattern type: l0
len(selected_patterns):130; curr precision: 0.9832; curr recall: 0.1409; curr f1: 0.2465; curr tp: 17226; curr fp: 295; curr fn: 105021; curr tn: 1384982; precision of pattern: 1.0; tp, abs. recall of pattern: 26; pattern: _OTOKEN_varied; pattern type: l0
len(selected_patterns):131; curr precision: 0.983; curr recall: 0.1411; curr f1: 0.2468; curr tp: 17252; curr fp: 298; curr fn: 104995; curr tn: 1384979; precision of pattern: 1.0; tp, abs. recall of pattern: 26; pattern: _OTOKEN_enormous; pattern type: l0
len(selected_patterns):132; curr precision: 0.9829; curr recall: 0.1413; curr f1: 0.2471; curr tp: 17278; curr fp: 301; curr fn: 104969; curr tn: 1384976; precision of pattern: 1.0; tp, abs. recall of pattern: 26; pattern: _OTOKEN_poorly; pattern type: l0
len(selected_patterns):133; curr precision: 0.9829; curr recall: 0.1415; curr f1: 0.2474; curr tp: 17303; curr fp: 301; curr fn: 104944; curr tn: 1384976; precision of pattern: 1.0; tp, abs. recall of pattern: 25; pattern: _OTOKEN_flavourful; pattern type: l0
len(selected_patterns):134; curr precision: 0.9829; curr recall: 0.1417; curr f1: 0.2478; curr tp: 17328; curr fp: 302; curr fn: 104919; curr tn: 1384975; precision of pattern: 1.0; tp, abs. recall of pattern: 25; pattern: _OTOKEN_overpowering; pattern type: l0
len(selected_patterns):135; curr precision: 0.9829; curr recall: 0.142; curr f1: 0.2481; curr tp: 17353; curr fp: 302; curr fn: 104894; curr tn: 1384975; precision of pattern: 1.0; tp, abs. recall of pattern: 25; pattern: _OTOKEN_inattentive; pattern type: l0
len(selected_patterns):136; curr precision: 0.9829; curr recall: 0.1422; curr f1: 0.2484; curr tp: 17378; curr fp: 302; curr fn: 104869; curr tn: 1384975; precision of pattern: 1.0; tp, abs. recall of pattern: 25; pattern: _OTOKEN_underwhelmed; pattern type: l0
len(selected_patterns):137; curr precision: 0.9829; curr recall: 0.1424; curr f1: 0.2487; curr tp: 17403; curr fp: 302; curr fn: 104844; curr tn: 1384975; precision of pattern: 1.0; tp, abs. recall of pattern: 25; pattern: _OTOKEN_informative; pattern type: l0
len(selected_patterns):138; curr precision: 0.9828; curr recall: 0.1426; curr f1: 0.249; curr tp: 17428; curr fp: 305; curr fn: 104819; curr tn: 1384972; precision of pattern: 1.0; tp, abs. recall of pattern: 25; pattern: _OTOKEN_apologetic; pattern type: l0
len(selected_patterns):139; curr precision: 0.9828; curr recall: 0.1428; curr f1: 0.2493; curr tp: 17452; curr fp: 305; curr fn: 104795; curr tn: 1384972; precision of pattern: 1.0; tp, abs. recall of pattern: 24; pattern: _OTOKEN_dense; pattern type: l0
len(selected_patterns):140; curr precision: 0.9828; curr recall: 0.143; curr f1: 0.2496; curr tp: 17476; curr fp: 305; curr fn: 104771; curr tn: 1384972; precision of pattern: 1.0; tp, abs. recall of pattern: 24; pattern: _OTOKEN_unpleasant; pattern type: l0
len(selected_patterns):141; curr precision: 0.9828; curr recall: 0.1432; curr f1: 0.2499; curr tp: 17500; curr fp: 307; curr fn: 104747; curr tn: 1384970; precision of pattern: 1.0; tp, abs. recall of pattern: 24; pattern: _OTOKEN_thicker; pattern type: l0
len(selected_patterns):142; curr precision: 0.9827; curr recall: 0.1433; curr f1: 0.2502; curr tp: 17523; curr fp: 308; curr fn: 104724; curr tn: 1384969; precision of pattern: 1.0; tp, abs. recall of pattern: 23; pattern: _OTOKEN_accurate; pattern type: l0
len(selected_patterns):143; curr precision: 0.9827; curr recall: 0.1435; curr f1: 0.2505; curr tp: 17546; curr fp: 308; curr fn: 104701; curr tn: 1384969; precision of pattern: 1.0; tp, abs. recall of pattern: 23; pattern: _OTOKEN_sub-par; pattern type: l0
len(selected_patterns):144; curr precision: 0.9828; curr recall: 0.1437; curr f1: 0.2508; curr tp: 17569; curr fp: 308; curr fn: 104678; curr tn: 1384969; precision of pattern: 1.0; tp, abs. recall of pattern: 23; pattern: _OTOKEN_unbelievably; pattern type: l0
len(selected_patterns):145; curr precision: 0.9828; curr recall: 0.1439; curr f1: 0.2511; curr tp: 17592; curr fp: 308; curr fn: 104655; curr tn: 1384969; precision of pattern: 1.0; tp, abs. recall of pattern: 23; pattern: _OTOKEN_attractive; pattern type: l0
len(selected_patterns):146; curr precision: 0.9827; curr recall: 0.1441; curr f1: 0.2513; curr tp: 17615; curr fp: 310; curr fn: 104632; curr tn: 1384967; precision of pattern: 1.0; tp, abs. recall of pattern: 23; pattern: _OTOKEN_appealing; pattern type: l0
len(selected_patterns):147; curr precision: 0.9826; curr recall: 0.1443; curr f1: 0.2516; curr tp: 17637; curr fp: 313; curr fn: 104610; curr tn: 1384964; precision of pattern: 1.0; tp, abs. recall of pattern: 22; pattern: _OTOKEN_doughy; pattern type: l0
len(selected_patterns):148; curr precision: 0.9826; curr recall: 0.1445; curr f1: 0.2519; curr tp: 17659; curr fp: 313; curr fn: 104588; curr tn: 1384964; precision of pattern: 1.0; tp, abs. recall of pattern: 22; pattern: _OTOKEN_sketchy; pattern type: l0
len(selected_patterns):149; curr precision: 0.9826; curr recall: 0.1446; curr f1: 0.2522; curr tp: 17681; curr fp: 313; curr fn: 104566; curr tn: 1384964; precision of pattern: 1.0; tp, abs. recall of pattern: 22; pattern: _OTOKEN_tastier; pattern type: l0
len(selected_patterns):150; curr precision: 0.9825; curr recall: 0.1448; curr f1: 0.2524; curr tp: 17703; curr fp: 315; curr fn: 104544; curr tn: 1384962; precision of pattern: 1.0; tp, abs. recall of pattern: 22; pattern: _OTOKEN_yuck; pattern type: l0
len(selected_patterns):151; curr precision: 0.9824; curr recall: 0.145; curr f1: 0.2527; curr tp: 17725; curr fp: 317; curr fn: 104522; curr tn: 1384960; precision of pattern: 1.0; tp, abs. recall of pattern: 22; pattern: _OTOKEN_magical; pattern type: l0
len(selected_patterns):152; curr precision: 0.9824; curr recall: 0.1452; curr f1: 0.253; curr tp: 17747; curr fp: 318; curr fn: 104500; curr tn: 1384959; precision of pattern: 1.0; tp, abs. recall of pattern: 22; pattern: _OTOKEN_decadent; pattern type: l0
len(selected_patterns):153; curr precision: 0.9822; curr recall: 0.1453; curr f1: 0.2532; curr tp: 17768; curr fp: 322; curr fn: 104479; curr tn: 1384955; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_lighter; pattern type: l0
len(selected_patterns):154; curr precision: 0.9821; curr recall: 0.1455; curr f1: 0.2535; curr tp: 17789; curr fp: 325; curr fn: 104458; curr tn: 1384952; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_appetizing; pattern type: l0
len(selected_patterns):155; curr precision: 0.9818; curr recall: 0.1457; curr f1: 0.2537; curr tp: 17810; curr fp: 331; curr fn: 104437; curr tn: 1384946; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_loving; pattern type: l0
len(selected_patterns):156; curr precision: 0.9818; curr recall: 0.1459; curr f1: 0.254; curr tp: 17831; curr fp: 331; curr fn: 104416; curr tn: 1384946; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_freshest; pattern type: l0
len(selected_patterns):157; curr precision: 0.9815; curr recall: 0.146; curr f1: 0.2542; curr tp: 17852; curr fp: 336; curr fn: 104395; curr tn: 1384941; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_rough; pattern type: l0
len(selected_patterns):158; curr precision: 0.9815; curr recall: 0.1462; curr f1: 0.2545; curr tp: 17873; curr fp: 336; curr fn: 104374; curr tn: 1384941; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_extraordinary; pattern type: l0
len(selected_patterns):159; curr precision: 0.9816; curr recall: 0.1464; curr f1: 0.2548; curr tp: 17894; curr fp: 336; curr fn: 104353; curr tn: 1384941; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_adequate; pattern type: l0
len(selected_patterns):160; curr precision: 0.9815; curr recall: 0.1465; curr f1: 0.255; curr tp: 17915; curr fp: 338; curr fn: 104332; curr tn: 1384939; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_unacceptable; pattern type: l0
len(selected_patterns):161; curr precision: 0.9813; curr recall: 0.1467; curr f1: 0.2553; curr tp: 17936; curr fp: 342; curr fn: 104311; curr tn: 1384935; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_subtle; pattern type: l0
len(selected_patterns):162; curr precision: 0.9813; curr recall: 0.1469; curr f1: 0.2555; curr tp: 17957; curr fp: 342; curr fn: 104290; curr tn: 1384935; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_elegant; pattern type: l0
len(selected_patterns):163; curr precision: 0.9813; curr recall: 0.1471; curr f1: 0.2558; curr tp: 17978; curr fp: 342; curr fn: 104269; curr tn: 1384935; precision of pattern: 1.0; tp, abs. recall of pattern: 21; pattern: _OTOKEN_filthy; pattern type: l0
len(selected_patterns):164; curr precision: 0.9814; curr recall: 0.1472; curr f1: 0.256; curr tp: 17998; curr fp: 342; curr fn: 104249; curr tn: 1384935; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_unassuming; pattern type: l0
len(selected_patterns):165; curr precision: 0.9809; curr recall: 0.1474; curr f1: 0.2563; curr tp: 18018; curr fp: 350; curr fn: 104229; curr tn: 1384927; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_fail; pattern type: l0
len(selected_patterns):166; curr precision: 0.9809; curr recall: 0.1476; curr f1: 0.2565; curr tp: 18038; curr fp: 352; curr fn: 104209; curr tn: 1384925; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_unhappy; pattern type: l0
len(selected_patterns):167; curr precision: 0.9809; curr recall: 0.1477; curr f1: 0.2568; curr tp: 18058; curr fp: 352; curr fn: 104189; curr tn: 1384925; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_pricier; pattern type: l0
len(selected_patterns):168; curr precision: 0.9805; curr recall: 0.1479; curr f1: 0.257; curr tp: 18078; curr fp: 360; curr fn: 104169; curr tn: 1384917; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_yay; pattern type: l0
len(selected_patterns):169; curr precision: 0.9804; curr recall: 0.148; curr f1: 0.2572; curr tp: 18098; curr fp: 361; curr fn: 104149; curr tn: 1384916; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_lousy; pattern type: l0
len(selected_patterns):170; curr precision: 0.9803; curr recall: 0.1482; curr f1: 0.2575; curr tp: 18118; curr fp: 365; curr fn: 104129; curr tn: 1384912; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_unexpected; pattern type: l0
len(selected_patterns):171; curr precision: 0.9803; curr recall: 0.1484; curr f1: 0.2577; curr tp: 18138; curr fp: 365; curr fn: 104109; curr tn: 1384912; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_overrated; pattern type: l0
len(selected_patterns):172; curr precision: 0.9803; curr recall: 0.1485; curr f1: 0.258; curr tp: 18158; curr fp: 365; curr fn: 104089; curr tn: 1384912; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_inventive; pattern type: l0
len(selected_patterns):173; curr precision: 0.9801; curr recall: 0.1487; curr f1: 0.2582; curr tp: 18178; curr fp: 369; curr fn: 104069; curr tn: 1384908; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_crafted; pattern type: l0
len(selected_patterns):174; curr precision: 0.9801; curr recall: 0.1489; curr f1: 0.2585; curr tp: 18198; curr fp: 369; curr fn: 104049; curr tn: 1384908; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_understaffed; pattern type: l0
len(selected_patterns):175; curr precision: 0.9801; curr recall: 0.149; curr f1: 0.2587; curr tp: 18218; curr fp: 369; curr fn: 104029; curr tn: 1384908; precision of pattern: 1.0; tp, abs. recall of pattern: 20; pattern: _OTOKEN_decently; pattern type: l0
