len(selected_patterns):1; curr precision: 0.9945; curr recall: 0.014; curr f1: 0.0276; curr tp: 2157; curr fp: 12; curr fn: 152008; curr tn: 1353347; precision of pattern: 0.9959; tp, abs. recall of pattern: 2157; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):93; curr precision: 0.983; curr recall: 0.0931; curr f1: 0.17; curr tp: 14347; curr fp: 248; curr fn: 139818; curr tn: 1353111; precision of pattern: 1.0; tp, abs. recall of pattern: 125; pattern: ('PROX_near1', '_ATOKEN_pizza', 'TOKEN_is'); pattern type: l1
len(selected_patterns):94; curr precision: 0.9829; curr recall: 0.0939; curr f1: 0.1714; curr tp: 14470; curr fp: 251; curr fn: 139695; curr tn: 1353108; precision of pattern: 1.0; tp, abs. recall of pattern: 123; pattern: _ATOKEN_bartenders; pattern type: l0
len(selected_patterns):95; curr precision: 0.983; curr recall: 0.0946; curr f1: 0.1726; curr tp: 14586; curr fp: 253; curr fn: 139579; curr tn: 1353106; precision of pattern: 1.0; tp, abs. recall of pattern: 123; pattern: _ATOKEN_mussels; pattern type: l0
len(selected_patterns):96; curr precision: 0.9829; curr recall: 0.0949; curr f1: 0.1732; curr tp: 14636; curr fp: 254; curr fn: 139529; curr tn: 1353105; precision of pattern: 1.0; tp, abs. recall of pattern: 123; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_sushi'); pattern type: l1
len(selected_patterns):97; curr precision: 0.983; curr recall: 0.0953; curr f1: 0.1737; curr tp: 14689; curr fp: 254; curr fn: 139476; curr tn: 1353105; precision of pattern: 1.0; tp, abs. recall of pattern: 123; pattern: ('PROX_near2', '_ATOKEN_food', 'TOKEN_very'); pattern type: l1
len(selected_patterns):98; curr precision: 0.9829; curr recall: 0.0954; curr f1: 0.174; curr tp: 14715; curr fp: 256; curr fn: 139450; curr tn: 1353103; precision of pattern: 1.0; tp, abs. recall of pattern: 121; pattern: ('DEP_punct', '_ATOKEN_tacos', 'WORD'); pattern type: l1
len(selected_patterns):99; curr precision: 0.9829; curr recall: 0.0962; curr f1: 0.1753; curr tp: 14835; curr fp: 258; curr fn: 139330; curr tn: 1353101; precision of pattern: 1.0; tp, abs. recall of pattern: 120; pattern: ('DEP_compound', '_ATOKEN_steak', 'WORD'); pattern type: l1
len(selected_patterns):100; curr precision: 0.9828; curr recall: 0.0967; curr f1: 0.176; curr tp: 14904; curr fp: 261; curr fn: 139261; curr tn: 1353098; precision of pattern: 1.0; tp, abs. recall of pattern: 120; pattern: ('DEP_obj', 'WORD', '_ATOKEN_atmosphere'); pattern type: l1
len(selected_patterns):101; curr precision: 0.9827; curr recall: 0.0972; curr f1: 0.177; curr tp: 14990; curr fp: 264; curr fn: 139175; curr tn: 1353095; precision of pattern: 1.0; tp, abs. recall of pattern: 119; pattern: ('DEP_amod', '_ATOKEN_sushi', 'WORD'); pattern type: l1
len(selected_patterns):102; curr precision: 0.9825; curr recall: 0.0975; curr f1: 0.1774; curr tp: 15028; curr fp: 268; curr fn: 139137; curr tn: 1353091; precision of pattern: 1.0; tp, abs. recall of pattern: 119; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_lamb'); pattern type: l1
len(selected_patterns):103; curr precision: 0.9824; curr recall: 0.098; curr f1: 0.1782; curr tp: 15110; curr fp: 271; curr fn: 139055; curr tn: 1353088; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('SRL_arg1', 'TOKEN_had', '_ATOKEN_salad'); pattern type: l1
len(selected_patterns):104; curr precision: 0.9817; curr recall: 0.0986; curr f1: 0.1792; curr tp: 15204; curr fp: 284; curr fn: 138961; curr tn: 1353075; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('COREF_root', 'TOKEN_.', '_ATOKEN_pizza'); pattern type: l1
len(selected_patterns):105; curr precision: 0.9817; curr recall: 0.0986; curr f1: 0.1793; curr tp: 15206; curr fp: 284; curr fn: 138959; curr tn: 1353075; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('PROX_near1', '_ATOKEN_salad', 'TOKEN_was'); pattern type: l1
len(selected_patterns):106; curr precision: 0.9813; curr recall: 0.0994; curr f1: 0.1805; curr tp: 15324; curr fp: 292; curr fn: 138841; curr tn: 1353067; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_pizzas'); pattern type: l1
len(selected_patterns):107; curr precision: 0.9812; curr recall: 0.0996; curr f1: 0.1809; curr tp: 15358; curr fp: 294; curr fn: 138807; curr tn: 1353065; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('SRL_arg1', 'TOKEN_was', '_ATOKEN_soup'); pattern type: l1
len(selected_patterns):108; curr precision: 0.9813; curr recall: 0.1; curr f1: 0.1815; curr tp: 15416; curr fp: 294; curr fn: 138749; curr tn: 1353065; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('DEP_nsubj', 'TOKEN_amazing', '_ATOKEN_food'); pattern type: l1
len(selected_patterns):109; curr precision: 0.9812; curr recall: 0.1003; curr f1: 0.182; curr tp: 15460; curr fp: 296; curr fn: 138705; curr tn: 1353063; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_burgers'); pattern type: l1
len(selected_patterns):110; curr precision: 0.981; curr recall: 0.1004; curr f1: 0.1822; curr tp: 15479; curr fp: 300; curr fn: 138686; curr tn: 1353059; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_coffee'); pattern type: l1
len(selected_patterns):111; curr precision: 0.9809; curr recall: 0.101; curr f1: 0.1831; curr tp: 15567; curr fp: 303; curr fn: 138598; curr tn: 1353056; precision of pattern: 1.0; tp, abs. recall of pattern: 117; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_pizza'); pattern type: l1
len(selected_patterns):112; curr precision: 0.9807; curr recall: 0.1017; curr f1: 0.1843; curr tp: 15684; curr fp: 308; curr fn: 138481; curr tn: 1353051; precision of pattern: 1.0; tp, abs. recall of pattern: 117; pattern: ('DEP_compound', '_ATOKEN_appetizer', 'WORD'); pattern type: l1
len(selected_patterns):113; curr precision: 0.9807; curr recall: 0.1018; curr f1: 0.1844; curr tp: 15691; curr fp: 308; curr fn: 138474; curr tn: 1353051; precision of pattern: 1.0; tp, abs. recall of pattern: 117; pattern: ('PROX_near1', '_ATOKEN_waiter', 'TOKEN_was'); pattern type: l1
len(selected_patterns):114; curr precision: 0.9807; curr recall: 0.1019; curr f1: 0.1846; curr tp: 15710; curr fp: 309; curr fn: 138455; curr tn: 1353050; precision of pattern: 1.0; tp, abs. recall of pattern: 116; pattern: ('DEP_punct', '_ATOKEN_staff', 'TOKEN_.'); pattern type: l1
len(selected_patterns):115; curr precision: 0.9805; curr recall: 0.102; curr f1: 0.1847; curr tp: 15720; curr fp: 312; curr fn: 138445; curr tn: 1353047; precision of pattern: 1.0; tp, abs. recall of pattern: 116; pattern: ('DEP_det', '_ATOKEN_atmosphere', 'TOKEN_a'); pattern type: l1
len(selected_patterns):116; curr precision: 0.9803; curr recall: 0.1027; curr f1: 0.1859; curr tp: 15835; curr fp: 319; curr fn: 138330; curr tn: 1353040; precision of pattern: 1.0; tp, abs. recall of pattern: 115; pattern: ('DEP_amod', '_ATOKEN_toast', 'WORD'); pattern type: l1
len(selected_patterns):117; curr precision: 0.9802; curr recall: 0.1035; curr f1: 0.1872; curr tp: 15950; curr fp: 322; curr fn: 138215; curr tn: 1353037; precision of pattern: 1.0; tp, abs. recall of pattern: 115; pattern: ('PROX_near1', '_ATOKEN_french', 'TOKEN_toast'); pattern type: l1
len(selected_patterns):118; curr precision: 0.9801; curr recall: 0.1036; curr f1: 0.1874; curr tp: 15968; curr fp: 325; curr fn: 138197; curr tn: 1353034; precision of pattern: 1.0; tp, abs. recall of pattern: 115; pattern: ('PROX_near2', '_ATOKEN_service', 'TOKEN_a'); pattern type: l1
len(selected_patterns):119; curr precision: 0.9801; curr recall: 0.1036; curr f1: 0.1875; curr tp: 15978; curr fp: 325; curr fn: 138187; curr tn: 1353034; precision of pattern: 1.0; tp, abs. recall of pattern: 114; pattern: ('PROX_near1', 'TOKEN_french', '_ATOKEN_toast'); pattern type: l1
len(selected_patterns):120; curr precision: 0.98; curr recall: 0.1037; curr f1: 0.1875; curr tp: 15983; curr fp: 326; curr fn: 138182; curr tn: 1353033; precision of pattern: 1.0; tp, abs. recall of pattern: 114; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_roll'); pattern type: l1
len(selected_patterns):121; curr precision: 0.98; curr recall: 0.1044; curr f1: 0.1887; curr tp: 16092; curr fp: 329; curr fn: 138073; curr tn: 1353030; precision of pattern: 1.0; tp, abs. recall of pattern: 113; pattern: _ATOKEN_scallops; pattern type: l0
len(selected_patterns):122; curr precision: 0.98; curr recall: 0.1044; curr f1: 0.1887; curr tp: 16097; curr fp: 329; curr fn: 138068; curr tn: 1353030; precision of pattern: 1.0; tp, abs. recall of pattern: 113; pattern: ('PROX_near2', '_ATOKEN_staff', 'TOKEN_friendly'); pattern type: l1
len(selected_patterns):123; curr precision: 0.98; curr recall: 0.1045; curr f1: 0.1889; curr tp: 16110; curr fp: 329; curr fn: 138055; curr tn: 1353030; precision of pattern: 1.0; tp, abs. recall of pattern: 113; pattern: ('PROX_near1', 'TOKEN_,', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):124; curr precision: 0.9799; curr recall: 0.105; curr f1: 0.1897; curr tp: 16188; curr fp: 332; curr fn: 137977; curr tn: 1353027; precision of pattern: 1.0; tp, abs. recall of pattern: 113; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_fries'); pattern type: l1
len(selected_patterns):125; curr precision: 0.9799; curr recall: 0.1051; curr f1: 0.1898; curr tp: 16203; curr fp: 332; curr fn: 137962; curr tn: 1353027; precision of pattern: 1.0; tp, abs. recall of pattern: 112; pattern: ('PROX_near1', '_ATOKEN_pizza', 'TOKEN_was'); pattern type: l1
len(selected_patterns):126; curr precision: 0.9799; curr recall: 0.1058; curr f1: 0.191; curr tp: 16313; curr fp: 334; curr fn: 137852; curr tn: 1353025; precision of pattern: 1.0; tp, abs. recall of pattern: 110; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_salmon'); pattern type: l1
len(selected_patterns):127; curr precision: 0.9795; curr recall: 0.1065; curr f1: 0.1921; curr tp: 16413; curr fp: 343; curr fn: 137752; curr tn: 1353016; precision of pattern: 1.0; tp, abs. recall of pattern: 109; pattern: ('PROX_near1', '_ATOKEN_fries', 'TOKEN_,'); pattern type: l1
len(selected_patterns):128; curr precision: 0.9796; curr recall: 0.1071; curr f1: 0.193; curr tp: 16507; curr fp: 343; curr fn: 137658; curr tn: 1353016; precision of pattern: 1.0; tp, abs. recall of pattern: 109; pattern: ('SRL_arg1', 'TOKEN_was', '_ATOKEN_atmosphere'); pattern type: l1
len(selected_patterns):129; curr precision: 0.9796; curr recall: 0.1076; curr f1: 0.1939; curr tp: 16589; curr fp: 345; curr fn: 137576; curr tn: 1353014; precision of pattern: 1.0; tp, abs. recall of pattern: 109; pattern: ('SRL_arg1', 'TOKEN_are', '_ATOKEN_fries'); pattern type: l1
len(selected_patterns):130; curr precision: 0.9796; curr recall: 0.1076; curr f1: 0.194; curr tp: 16593; curr fp: 345; curr fn: 137572; curr tn: 1353014; precision of pattern: 1.0; tp, abs. recall of pattern: 108; pattern: ('PROX_near2', '_ATOKEN_service', 'TOKEN_very'); pattern type: l1
len(selected_patterns):131; curr precision: 0.9793; curr recall: 0.1083; curr f1: 0.195; curr tp: 16689; curr fp: 352; curr fn: 137476; curr tn: 1353007; precision of pattern: 1.0; tp, abs. recall of pattern: 107; pattern: ('DEP_compound', 'TOKEN_curry', '_AWORD'); pattern type: l1
len(selected_patterns):132; curr precision: 0.9794; curr recall: 0.1085; curr f1: 0.1953; curr tp: 16724; curr fp: 352; curr fn: 137441; curr tn: 1353007; precision of pattern: 1.0; tp, abs. recall of pattern: 107; pattern: ('DEP_punct', '_ATOKEN_staff', 'TOKEN_,'); pattern type: l1
len(selected_patterns):133; curr precision: 0.9794; curr recall: 0.1092; curr f1: 0.1964; curr tp: 16830; curr fp: 354; curr fn: 137335; curr tn: 1353005; precision of pattern: 1.0; tp, abs. recall of pattern: 107; pattern: ('DEP_amod', '_ATOKEN_pork', 'WORD'); pattern type: l1
len(selected_patterns):134; curr precision: 0.9794; curr recall: 0.1099; curr f1: 0.1976; curr tp: 16936; curr fp: 356; curr fn: 137229; curr tn: 1353003; precision of pattern: 1.0; tp, abs. recall of pattern: 106; pattern: _ATOKEN_hummus; pattern type: l0
len(selected_patterns):135; curr precision: 0.9794; curr recall: 0.11; curr f1: 0.1978; curr tp: 16956; curr fp: 357; curr fn: 137209; curr tn: 1353002; precision of pattern: 1.0; tp, abs. recall of pattern: 106; pattern: ('DEP_punct', '_ATOKEN_service', 'TOKEN_!'); pattern type: l1
len(selected_patterns):136; curr precision: 0.979; curr recall: 0.1106; curr f1: 0.1988; curr tp: 17054; curr fp: 366; curr fn: 137111; curr tn: 1352993; precision of pattern: 1.0; tp, abs. recall of pattern: 105; pattern: ('PROX_near2', 'WORD', '_ATOKEN_goat'); pattern type: l1
len(selected_patterns):137; curr precision: 0.9787; curr recall: 0.111; curr f1: 0.1995; curr tp: 17119; curr fp: 372; curr fn: 137046; curr tn: 1352987; precision of pattern: 1.0; tp, abs. recall of pattern: 105; pattern: ('PROX_near1', 'TOKEN_,', '_ATOKEN_food'); pattern type: l1
len(selected_patterns):138; curr precision: 0.9787; curr recall: 0.111; curr f1: 0.1995; curr tp: 17120; curr fp: 372; curr fn: 137045; curr tn: 1352987; precision of pattern: 1.0; tp, abs. recall of pattern: 104; pattern: ('DEP_amod', 'TOKEN_toast', '_ATOKEN_french'); pattern type: l1
len(selected_patterns):139; curr precision: 0.9788; curr recall: 0.1115; curr f1: 0.2002; curr tp: 17194; curr fp: 372; curr fn: 136971; curr tn: 1352987; precision of pattern: 1.0; tp, abs. recall of pattern: 104; pattern: ('DEP_amod', '_ATOKEN_food', 'TOKEN_delicious'); pattern type: l1
len(selected_patterns):140; curr precision: 0.9787; curr recall: 0.1122; curr f1: 0.2013; curr tp: 17296; curr fp: 377; curr fn: 136869; curr tn: 1352982; precision of pattern: 1.0; tp, abs. recall of pattern: 104; pattern: ('SRL_arg1', 'TOKEN_had', '_ATOKEN_sandwich'); pattern type: l1
len(selected_patterns):141; curr precision: 0.9786; curr recall: 0.1129; curr f1: 0.2024; curr tp: 17399; curr fp: 381; curr fn: 136766; curr tn: 1352978; precision of pattern: 1.0; tp, abs. recall of pattern: 103; pattern: _ATOKEN_nachos; pattern type: l0
len(selected_patterns):142; curr precision: 0.9782; curr recall: 0.1135; curr f1: 0.2034; curr tp: 17501; curr fp: 390; curr fn: 136664; curr tn: 1352969; precision of pattern: 1.0; tp, abs. recall of pattern: 102; pattern: _ATOKEN_tortilla; pattern type: l0
len(selected_patterns):143; curr precision: 0.9783; curr recall: 0.1138; curr f1: 0.2039; curr tp: 17542; curr fp: 390; curr fn: 136623; curr tn: 1352969; precision of pattern: 1.0; tp, abs. recall of pattern: 101; pattern: ('DEP_det', '_ATOKEN_salmon', 'WORD'); pattern type: l1
len(selected_patterns):144; curr precision: 0.9782; curr recall: 0.1144; curr f1: 0.2049; curr tp: 17642; curr fp: 393; curr fn: 136523; curr tn: 1352966; precision of pattern: 1.0; tp, abs. recall of pattern: 100; pattern: ('PROX_near1', 'TOKEN_the', '_ATOKEN_bacon'); pattern type: l1
len(selected_patterns):145; curr precision: 0.9782; curr recall: 0.1145; curr f1: 0.205; curr tp: 17648; curr fp: 393; curr fn: 136517; curr tn: 1352966; precision of pattern: 1.0; tp, abs. recall of pattern: 100; pattern: ('PROX_near2', 'TOKEN_but', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):146; curr precision: 0.9782; curr recall: 0.1145; curr f1: 0.205; curr tp: 17652; curr fp: 393; curr fn: 136513; curr tn: 1352966; precision of pattern: 1.0; tp, abs. recall of pattern: 100; pattern: ('DEP_advmod', '_ATOKEN_food', 'TOKEN_here'); pattern type: l1
len(selected_patterns):147; curr precision: 0.9782; curr recall: 0.1145; curr f1: 0.2051; curr tp: 17658; curr fp: 393; curr fn: 136507; curr tn: 1352966; precision of pattern: 1.0; tp, abs. recall of pattern: 100; pattern: ('PROX_near1', '_ATOKEN_atmosphere', 'TOKEN_was'); pattern type: l1
len(selected_patterns):148; curr precision: 0.9782; curr recall: 0.1148; curr f1: 0.2054; curr tp: 17693; curr fp: 395; curr fn: 136472; curr tn: 1352964; precision of pattern: 1.0; tp, abs. recall of pattern: 100; pattern: ('DEP_conj', '_ATOKEN_staff', 'WORD'); pattern type: l1
len(selected_patterns):149; curr precision: 0.9782; curr recall: 0.1154; curr f1: 0.2065; curr tp: 17792; curr fp: 397; curr fn: 136373; curr tn: 1352962; precision of pattern: 1.0; tp, abs. recall of pattern: 99; pattern: _ATOKEN_chowder; pattern type: l0
len(selected_patterns):150; curr precision: 0.9781; curr recall: 0.1161; curr f1: 0.2075; curr tp: 17891; curr fp: 401; curr fn: 136274; curr tn: 1352958; precision of pattern: 1.0; tp, abs. recall of pattern: 99; pattern: _ATOKEN_naan; pattern type: l0
len(selected_patterns):151; curr precision: 0.9781; curr recall: 0.1162; curr f1: 0.2078; curr tp: 17917; curr fp: 401; curr fn: 136248; curr tn: 1352958; precision of pattern: 1.0; tp, abs. recall of pattern: 99; pattern: ('PROX_near1', 'TOKEN_friendly', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):152; curr precision: 0.9781; curr recall: 0.1169; curr f1: 0.2088; curr tp: 18016; curr fp: 403; curr fn: 136149; curr tn: 1352956; precision of pattern: 1.0; tp, abs. recall of pattern: 99; pattern: ('PROX_near1', 'TOKEN_sweet', '_ATOKEN_potato'); pattern type: l1
len(selected_patterns):153; curr precision: 0.9781; curr recall: 0.1174; curr f1: 0.2096; curr tp: 18099; curr fp: 406; curr fn: 136066; curr tn: 1352953; precision of pattern: 1.0; tp, abs. recall of pattern: 99; pattern: ('DEP_compound', '_AWORD', 'TOKEN_goat'); pattern type: l1
len(selected_patterns):154; curr precision: 0.9777; curr recall: 0.1175; curr f1: 0.2098; curr tp: 18113; curr fp: 414; curr fn: 136052; curr tn: 1352945; precision of pattern: 1.0; tp, abs. recall of pattern: 98; pattern: ('PROX_near1', '_ATOKEN_staff', 'TOKEN_,'); pattern type: l1
len(selected_patterns):155; curr precision: 0.9777; curr recall: 0.1175; curr f1: 0.2099; curr tp: 18121; curr fp: 414; curr fn: 136044; curr tn: 1352945; precision of pattern: 1.0; tp, abs. recall of pattern: 98; pattern: ('PROX_near2', '_ATOKEN_food', 'TOKEN_amazing'); pattern type: l1
len(selected_patterns):156; curr precision: 0.9777; curr recall: 0.1177; curr f1: 0.2101; curr tp: 18149; curr fp: 414; curr fn: 136016; curr tn: 1352945; precision of pattern: 1.0; tp, abs. recall of pattern: 98; pattern: ('DEP_amod', '_ATOKEN_service', 'TOKEN_excellent'); pattern type: l1
len(selected_patterns):157; curr precision: 0.9777; curr recall: 0.1177; curr f1: 0.2102; curr tp: 18152; curr fp: 414; curr fn: 136013; curr tn: 1352945; precision of pattern: 1.0; tp, abs. recall of pattern: 97; pattern: ('DEP_compound', 'WORD', '_ATOKEN_goat'); pattern type: l1
len(selected_patterns):158; curr precision: 0.9777; curr recall: 0.1184; curr f1: 0.2112; curr tp: 18248; curr fp: 416; curr fn: 135917; curr tn: 1352943; precision of pattern: 1.0; tp, abs. recall of pattern: 96; pattern: ('SRL_arg1', 'TOKEN_was', '_ATOKEN_beef'); pattern type: l1
len(selected_patterns):159; curr precision: 0.9778; curr recall: 0.119; curr f1: 0.2122; curr tp: 18344; curr fp: 417; curr fn: 135821; curr tn: 1352942; precision of pattern: 1.0; tp, abs. recall of pattern: 96; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_wings'); pattern type: l1
