len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OSYNSET('PERFECT.A.01'); pattern type: l0
len(selected_patterns):89; curr precision: 0.984; curr recall: 0.098; curr f1: 0.1783; curr tp: 10699; curr fp: 174; curr fn: 98452; curr tn: 1563004; precision of pattern: 1.0; tp, abs. recall of pattern: 129; pattern: ('DEP_obl', "_OSYNSET('NICE.A.01')", 'WORD'); pattern type: l1
len(selected_patterns):90; curr precision: 0.984; curr recall: 0.0981; curr f1: 0.1784; curr tp: 10706; curr fp: 174; curr fn: 98445; curr tn: 1563004; precision of pattern: 1.0; tp, abs. recall of pattern: 127; pattern: ('DEP_nsubj', "_OSYNSET('FAST.A.03')", 'POS_NN'); pattern type: l1
len(selected_patterns):91; curr precision: 0.984; curr recall: 0.0981; curr f1: 0.1785; curr tp: 10711; curr fp: 174; curr fn: 98440; curr tn: 1563004; precision of pattern: 1.0; tp, abs. recall of pattern: 125; pattern: ('DEP_root', 'WORD', "_OSYNSET('FINE.A.05')"); pattern type: l1
len(selected_patterns):92; curr precision: 0.984; curr recall: 0.0982; curr f1: 0.1787; curr tp: 10724; curr fp: 174; curr fn: 98427; curr tn: 1563004; precision of pattern: 1.0; tp, abs. recall of pattern: 125; pattern: ('PROX_near1', "_OSYNSET('EASY.A.03')", 'POS_.'); pattern type: l1
len(selected_patterns):93; curr precision: 0.984; curr recall: 0.0983; curr f1: 0.1788; curr tp: 10732; curr fp: 174; curr fn: 98419; curr tn: 1563004; precision of pattern: 1.0; tp, abs. recall of pattern: 123; pattern: ('PROX_near1', "_OSYNSET('EASY.A.03')", 'POS_IN'); pattern type: l1
len(selected_patterns):94; curr precision: 0.9841; curr recall: 0.0985; curr f1: 0.1791; curr tp: 10751; curr fp: 174; curr fn: 98400; curr tn: 1563004; precision of pattern: 1.0; tp, abs. recall of pattern: 122; pattern: ('SRL_arg2', "SYNSET('EXIST.V.01')", "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):95; curr precision: 0.9838; curr recall: 0.0989; curr f1: 0.1798; curr tp: 10797; curr fp: 178; curr fn: 98354; curr tn: 1563000; precision of pattern: 1.0; tp, abs. recall of pattern: 121; pattern: ('DEP_csubj', '_OPOS_J', "SYNSET('EXPLOIT.V.01')"); pattern type: l1
len(selected_patterns):96; curr precision: 0.9829; curr recall: 0.1; curr f1: 0.1816; curr tp: 10917; curr fp: 190; curr fn: 98234; curr tn: 1562988; precision of pattern: 1.0; tp, abs. recall of pattern: 120; pattern: ('DEP_obj', "SYNSET('INTERACT.V.01')", "_OSYNSET('DIFFICULTY.N.02')"); pattern type: l1
len(selected_patterns):97; curr precision: 0.9827; curr recall: 0.1008; curr f1: 0.1829; curr tp: 11004; curr fp: 194; curr fn: 98147; curr tn: 1562984; precision of pattern: 1.0; tp, abs. recall of pattern: 120; pattern: ('PROX_near2', "_OSYNSET('FAST.A.02')", 'POS_NN'); pattern type: l1
len(selected_patterns):98; curr precision: 0.9826; curr recall: 0.1009; curr f1: 0.183; curr tp: 11016; curr fp: 195; curr fn: 98135; curr tn: 1562983; precision of pattern: 1.0; tp, abs. recall of pattern: 118; pattern: ('DEP_cop', "_OSYNSET('GOOD.A.01')", "SYNSET('TYPIFY.V.02')"); pattern type: l1
len(selected_patterns):99; curr precision: 0.9826; curr recall: 0.1009; curr f1: 0.1831; curr tp: 11018; curr fp: 195; curr fn: 98133; curr tn: 1562983; precision of pattern: 1.0; tp, abs. recall of pattern: 117; pattern: ('DEP_amod', "SYNSET('PORTABLE_COMPUTER.N.01')", "_OSYNSET('NICE.A.01')"); pattern type: l1
len(selected_patterns):100; curr precision: 0.9826; curr recall: 0.101; curr f1: 0.1832; curr tp: 11028; curr fp: 195; curr fn: 98123; curr tn: 1562983; precision of pattern: 1.0; tp, abs. recall of pattern: 115; pattern: ('PROX_near2', 'POS_NN', "_OSYNSET('FINE.A.05')"); pattern type: l1
len(selected_patterns):101; curr precision: 0.9826; curr recall: 0.1018; curr f1: 0.1844; curr tp: 11108; curr fp: 197; curr fn: 98043; curr tn: 1562981; precision of pattern: 1.0; tp, abs. recall of pattern: 113; pattern: ('DEP_nsubj', '_OPOS_J', "SYNSET('SOUND_PROPERTY.N.01')"); pattern type: l1
len(selected_patterns):102; curr precision: 0.9826; curr recall: 0.1021; curr f1: 0.185; curr tp: 11144; curr fp: 197; curr fn: 98007; curr tn: 1562981; precision of pattern: 1.0; tp, abs. recall of pattern: 112; pattern: ('SRL_arg1', 'POS_VBZ', "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):103; curr precision: 0.9826; curr recall: 0.1022; curr f1: 0.1852; curr tp: 11158; curr fp: 198; curr fn: 97993; curr tn: 1562980; precision of pattern: 1.0; tp, abs. recall of pattern: 110; pattern: ('PROX_near1', "SYNSET('VERY.R.02')", "_OSYNSET('FAST.A.03')"); pattern type: l1
len(selected_patterns):104; curr precision: 0.982; curr recall: 0.1032; curr f1: 0.1868; curr tp: 11268; curr fp: 206; curr fn: 97883; curr tn: 1562972; precision of pattern: 1.0; tp, abs. recall of pattern: 110; pattern: ('SRL_arg1', "_OSYNSET('LOVE.V.01')", 'POS_VBZ'); pattern type: l1
len(selected_patterns):105; curr precision: 0.9822; curr recall: 0.1038; curr f1: 0.1878; curr tp: 11335; curr fp: 206; curr fn: 97816; curr tn: 1562972; precision of pattern: 1.0; tp, abs. recall of pattern: 110; pattern: ('PROX_near1', "SYNSET('REASONABLY.R.01')", "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):106; curr precision: 0.9822; curr recall: 0.1039; curr f1: 0.1879; curr tp: 11339; curr fp: 206; curr fn: 97812; curr tn: 1562972; precision of pattern: 1.0; tp, abs. recall of pattern: 109; pattern: ('PROX_near1', 'POS_CC', "_OSYNSET('FAST.A.03')"); pattern type: l1
len(selected_patterns):107; curr precision: 0.9822; curr recall: 0.1039; curr f1: 0.188; curr tp: 11344; curr fp: 206; curr fn: 97807; curr tn: 1562972; precision of pattern: 1.0; tp, abs. recall of pattern: 108; pattern: ('PROX_near2', "_OSYNSET('FAST.A.03')", 'POS_NN'); pattern type: l1
len(selected_patterns):108; curr precision: 0.9822; curr recall: 0.1039; curr f1: 0.188; curr tp: 11346; curr fp: 206; curr fn: 97805; curr tn: 1562972; precision of pattern: 1.0; tp, abs. recall of pattern: 108; pattern: ('PROX_near2', "_OSYNSET('NICE.A.01')", 'POS_DT'); pattern type: l1
len(selected_patterns):109; curr precision: 0.9822; curr recall: 0.104; curr f1: 0.188; curr tp: 11347; curr fp: 206; curr fn: 97804; curr tn: 1562972; precision of pattern: 1.0; tp, abs. recall of pattern: 108; pattern: ('PROX_near2', "_OSYNSET('FAST.A.03')", 'POS_.'); pattern type: l1
len(selected_patterns):110; curr precision: 0.9822; curr recall: 0.104; curr f1: 0.1881; curr tp: 11352; curr fp: 206; curr fn: 97799; curr tn: 1562972; precision of pattern: 1.0; tp, abs. recall of pattern: 102; pattern: ('DEP_xcomp', 'WORD', "_OSYNSET('FAST.A.03')"); pattern type: l1
len(selected_patterns):111; curr precision: 0.9821; curr recall: 0.1049; curr f1: 0.1896; curr tp: 11454; curr fp: 209; curr fn: 97697; curr tn: 1562969; precision of pattern: 1.0; tp, abs. recall of pattern: 102; pattern: ('PROX_near2', "SYNSET('BE.V.08')", "_OSYNSET('HAPPY.A.01')"); pattern type: l1
len(selected_patterns):112; curr precision: 0.9821; curr recall: 0.105; curr f1: 0.1897; curr tp: 11457; curr fp: 209; curr fn: 97694; curr tn: 1562969; precision of pattern: 1.0; tp, abs. recall of pattern: 101; pattern: ('PROX_near2', 'POS_RB', "_OSYNSET('EASY.A.03')"); pattern type: l1
len(selected_patterns):113; curr precision: 0.9821; curr recall: 0.105; curr f1: 0.1897; curr tp: 11459; curr fp: 209; curr fn: 97692; curr tn: 1562969; precision of pattern: 1.0; tp, abs. recall of pattern: 101; pattern: ('DEP_xcomp', 'WORD', "_OSYNSET('NICE.A.01')"); pattern type: l1
len(selected_patterns):114; curr precision: 0.9814; curr recall: 0.1056; curr f1: 0.1907; curr tp: 11525; curr fp: 219; curr fn: 97626; curr tn: 1562959; precision of pattern: 1.0; tp, abs. recall of pattern: 101; pattern: ('PROX_near2', 'POS_,', "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):115; curr precision: 0.9814; curr recall: 0.1056; curr f1: 0.1907; curr tp: 11526; curr fp: 219; curr fn: 97625; curr tn: 1562959; precision of pattern: 1.0; tp, abs. recall of pattern: 101; pattern: ('PROX_near2', "SYNSET('EQUAL.V.01')", "_OSYNSET('EASY.A.03')"); pattern type: l1
len(selected_patterns):116; curr precision: 0.9811; curr recall: 0.1059; curr f1: 0.1912; curr tp: 11563; curr fp: 223; curr fn: 97588; curr tn: 1562955; precision of pattern: 1.0; tp, abs. recall of pattern: 101; pattern: ('DEP_xcomp', 'WORD', "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):117; curr precision: 0.9811; curr recall: 0.1059; curr f1: 0.1912; curr tp: 11564; curr fp: 223; curr fn: 97587; curr tn: 1562955; precision of pattern: 1.0; tp, abs. recall of pattern: 96; pattern: ('PROX_near2', "SYNSET('BE.V.01')", "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):118; curr precision: 0.9811; curr recall: 0.106; curr f1: 0.1913; curr tp: 11571; curr fp: 223; curr fn: 97580; curr tn: 1562955; precision of pattern: 1.0; tp, abs. recall of pattern: 96; pattern: ('SRL_arg2', "SYNSET('TYPIFY.V.02')", "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):119; curr precision: 0.9811; curr recall: 0.1061; curr f1: 0.1916; curr tp: 11585; curr fp: 223; curr fn: 97566; curr tn: 1562955; precision of pattern: 1.0; tp, abs. recall of pattern: 96; pattern: ('PROX_near2', "_OSYNSET('BETTER.A.02')", 'POS_PRP'); pattern type: l1
len(selected_patterns):120; curr precision: 0.9811; curr recall: 0.1062; curr f1: 0.1916; curr tp: 11587; curr fp: 223; curr fn: 97564; curr tn: 1562955; precision of pattern: 1.0; tp, abs. recall of pattern: 95; pattern: ('DEP_root', "SYNSET('GOOD.A.03')", '_OPOS_J'); pattern type: l1
len(selected_patterns):121; curr precision: 0.981; curr recall: 0.1067; curr f1: 0.1925; curr tp: 11648; curr fp: 225; curr fn: 97503; curr tn: 1562953; precision of pattern: 1.0; tp, abs. recall of pattern: 95; pattern: ('DEP_advcl', "_OSYNSET('FAST.A.02')", 'WORD'); pattern type: l1
len(selected_patterns):122; curr precision: 0.981; curr recall: 0.1074; curr f1: 0.1936; curr tp: 11723; curr fp: 227; curr fn: 97428; curr tn: 1562951; precision of pattern: 1.0; tp, abs. recall of pattern: 92; pattern: ('DEP_nsubj', '_OPOS_J', "SYNSET('ELECTRONIC_DEVICE.N.01')"); pattern type: l1
len(selected_patterns):123; curr precision: 0.9796; curr recall: 0.1082; curr f1: 0.1949; curr tp: 11812; curr fp: 246; curr fn: 97339; curr tn: 1562932; precision of pattern: 1.0; tp, abs. recall of pattern: 89; pattern: ('PROX_near1', 'POS_VBZ', "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):124; curr precision: 0.9796; curr recall: 0.1083; curr f1: 0.195; curr tp: 11817; curr fp: 246; curr fn: 97334; curr tn: 1562932; precision of pattern: 1.0; tp, abs. recall of pattern: 89; pattern: ('PROX_near1', "_OSYNSET('FINE.A.05')", 'POS_,'); pattern type: l1
len(selected_patterns):125; curr precision: 0.9796; curr recall: 0.1083; curr f1: 0.195; curr tp: 11818; curr fp: 246; curr fn: 97333; curr tn: 1562932; precision of pattern: 1.0; tp, abs. recall of pattern: 89; pattern: ('PROX_near2', 'POS_RB', "_OSYNSET('NICE.A.01')"); pattern type: l1
len(selected_patterns):126; curr precision: 0.9796; curr recall: 0.1085; curr f1: 0.1954; curr tp: 11845; curr fp: 247; curr fn: 97306; curr tn: 1562931; precision of pattern: 1.0; tp, abs. recall of pattern: 88; pattern: ('DEP_amod', "SYNSET('PORTABLE_COMPUTER.N.01')", "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):127; curr precision: 0.9794; curr recall: 0.1087; curr f1: 0.1957; curr tp: 11869; curr fp: 250; curr fn: 97282; curr tn: 1562928; precision of pattern: 1.0; tp, abs. recall of pattern: 88; pattern: ('PROX_near1', 'POS_,', "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):128; curr precision: 0.9788; curr recall: 0.1093; curr f1: 0.1966; curr tp: 11927; curr fp: 258; curr fn: 97224; curr tn: 1562920; precision of pattern: 1.0; tp, abs. recall of pattern: 88; pattern: ('SRL_arg1', "_OSYNSET('LOVE.V.01')", 'POS_,'); pattern type: l1
len(selected_patterns):129; curr precision: 0.9788; curr recall: 0.1094; curr f1: 0.1968; curr tp: 11939; curr fp: 258; curr fn: 97212; curr tn: 1562920; precision of pattern: 1.0; tp, abs. recall of pattern: 87; pattern: ('DEP_obl', "_OSYNSET('BETTER.A.02')", 'POS_NNS'); pattern type: l1
len(selected_patterns):130; curr precision: 0.9787; curr recall: 0.1096; curr f1: 0.1972; curr tp: 11966; curr fp: 261; curr fn: 97185; curr tn: 1562917; precision of pattern: 1.0; tp, abs. recall of pattern: 87; pattern: ('DEP_xcomp', 'WORD', "_OSYNSET('FAST.A.02')"); pattern type: l1
len(selected_patterns):131; curr precision: 0.9777; curr recall: 0.1102; curr f1: 0.1981; curr tp: 12028; curr fp: 274; curr fn: 97123; curr tn: 1562904; precision of pattern: 1.0; tp, abs. recall of pattern: 87; pattern: ('PROX_near1', '_OPOS_J', "SYNSET('EQUALLY.R.01')"); pattern type: l1
len(selected_patterns):132; curr precision: 0.9777; curr recall: 0.111; curr f1: 0.1994; curr tp: 12115; curr fp: 276; curr fn: 97036; curr tn: 1562902; precision of pattern: 1.0; tp, abs. recall of pattern: 87; pattern: ('DEP_advmod', "_OSYNSET('REGRETFUL.A.01')", "SYNSET('NOT.R.01')"); pattern type: l1
len(selected_patterns):133; curr precision: 0.9778; curr recall: 0.1111; curr f1: 0.1996; curr tp: 12131; curr fp: 276; curr fn: 97020; curr tn: 1562902; precision of pattern: 1.0; tp, abs. recall of pattern: 86; pattern: ('DEP_obl', "_OSYNSET('FAST.A.03')", 'WORD'); pattern type: l1
len(selected_patterns):134; curr precision: 0.9774; curr recall: 0.1119; curr f1: 0.2009; curr tp: 12217; curr fp: 283; curr fn: 96934; curr tn: 1562895; precision of pattern: 1.0; tp, abs. recall of pattern: 86; pattern: ('SRL_arg0', "_OSYNSET('COPULATE.V.01')", 'POS_PRP$'); pattern type: l1
len(selected_patterns):135; curr precision: 0.9774; curr recall: 0.112; curr f1: 0.201; curr tp: 12224; curr fp: 283; curr fn: 96927; curr tn: 1562895; precision of pattern: 1.0; tp, abs. recall of pattern: 85; pattern: ('SRL_arg1', 'POS_VBP', "_OSYNSET('EASY.A.03')"); pattern type: l1
len(selected_patterns):136; curr precision: 0.9774; curr recall: 0.112; curr f1: 0.201; curr tp: 12226; curr fp: 283; curr fn: 96925; curr tn: 1562895; precision of pattern: 1.0; tp, abs. recall of pattern: 85; pattern: ('PROX_near2', "SYNSET('INTERACT.V.01')", "_OSYNSET('DIFFICULTY.N.02')"); pattern type: l1
len(selected_patterns):137; curr precision: 0.9774; curr recall: 0.1121; curr f1: 0.2011; curr tp: 12232; curr fp: 283; curr fn: 96919; curr tn: 1562895; precision of pattern: 1.0; tp, abs. recall of pattern: 85; pattern: ('PROX_near1', "SYNSET('BE.V.01')", "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):138; curr precision: 0.9774; curr recall: 0.1121; curr f1: 0.2011; curr tp: 12233; curr fp: 283; curr fn: 96918; curr tn: 1562895; precision of pattern: 1.0; tp, abs. recall of pattern: 84; pattern: ('PROX_near2', "_OSYNSET('NICE.A.01')", 'POS_PRP'); pattern type: l1
len(selected_patterns):139; curr precision: 0.9774; curr recall: 0.1121; curr f1: 0.2012; curr tp: 12239; curr fp: 283; curr fn: 96912; curr tn: 1562895; precision of pattern: 1.0; tp, abs. recall of pattern: 84; pattern: ('SRL_arg2', "SYNSET('EQUAL.V.01')", "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):140; curr precision: 0.9772; curr recall: 0.1122; curr f1: 0.2013; curr tp: 12249; curr fp: 286; curr fn: 96902; curr tn: 1562892; precision of pattern: 1.0; tp, abs. recall of pattern: 83; pattern: ('PROX_near1', "_OSYNSET('GOOD.A.03')", 'POS_JJ'); pattern type: l1
len(selected_patterns):141; curr precision: 0.9771; curr recall: 0.1128; curr f1: 0.2022; curr tp: 12311; curr fp: 288; curr fn: 96840; curr tn: 1562890; precision of pattern: 1.0; tp, abs. recall of pattern: 83; pattern: ('PROX_near1', "SYNSET('BE.V.01')", "_OSYNSET('FAST.A.02')"); pattern type: l1
len(selected_patterns):142; curr precision: 0.9768; curr recall: 0.1128; curr f1: 0.2023; curr tp: 12317; curr fp: 292; curr fn: 96834; curr tn: 1562886; precision of pattern: 1.0; tp, abs. recall of pattern: 82; pattern: ('DEP_conj', "_OSYNSET('BETTER.A.02')", 'WORD'); pattern type: l1
len(selected_patterns):143; curr precision: 0.9764; curr recall: 0.1129; curr f1: 0.2024; curr tp: 12322; curr fp: 298; curr fn: 96829; curr tn: 1562880; precision of pattern: 1.0; tp, abs. recall of pattern: 82; pattern: ('SRL_arg2', 'POS_VBD', "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):144; curr precision: 0.9764; curr recall: 0.1132; curr f1: 0.203; curr tp: 12361; curr fp: 299; curr fn: 96790; curr tn: 1562879; precision of pattern: 1.0; tp, abs. recall of pattern: 82; pattern: ('PROX_near2', 'POS_DT', "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):145; curr precision: 0.9763; curr recall: 0.1133; curr f1: 0.203; curr tp: 12363; curr fp: 300; curr fn: 96788; curr tn: 1562878; precision of pattern: 1.0; tp, abs. recall of pattern: 82; pattern: ('DEP_advmod', "_OSYNSET('FAST.A.03')", "SYNSET('VERY.R.01')"); pattern type: l1
len(selected_patterns):146; curr precision: 0.9763; curr recall: 0.1133; curr f1: 0.203; curr tp: 12366; curr fp: 300; curr fn: 96785; curr tn: 1562878; precision of pattern: 1.0; tp, abs. recall of pattern: 81; pattern: ('PROX_near2', "SYNSET('TYPIFY.V.02')", "_OSYNSET('NICE.A.01')"); pattern type: l1
len(selected_patterns):147; curr precision: 0.9763; curr recall: 0.1134; curr f1: 0.2032; curr tp: 12375; curr fp: 301; curr fn: 96776; curr tn: 1562877; precision of pattern: 1.0; tp, abs. recall of pattern: 81; pattern: ('DEP_amod', 'POS_NNS', "_OSYNSET('NICE.A.01')"); pattern type: l1
len(selected_patterns):148; curr precision: 0.9763; curr recall: 0.1134; curr f1: 0.2032; curr tp: 12380; curr fp: 301; curr fn: 96771; curr tn: 1562877; precision of pattern: 1.0; tp, abs. recall of pattern: 81; pattern: ('SRL_arg2', "SYNSET('TYPIFY.V.02')", "_OSYNSET('FAST.A.03')"); pattern type: l1
len(selected_patterns):149; curr precision: 0.9762; curr recall: 0.1134; curr f1: 0.2032; curr tp: 12381; curr fp: 302; curr fn: 96770; curr tn: 1562876; precision of pattern: 1.0; tp, abs. recall of pattern: 80; pattern: ('SRL_arg1', 'POS_VBP', "_OSYNSET('NICE.A.01')"); pattern type: l1
len(selected_patterns):150; curr precision: 0.975; curr recall: 0.1141; curr f1: 0.2044; curr tp: 12459; curr fp: 319; curr fn: 96692; curr tn: 1562859; precision of pattern: 1.0; tp, abs. recall of pattern: 78; pattern: ('SRL_arg1', "SYNSET('EXPERIENCE.V.03')", "_OSYNSET('DIFFICULTY.N.02')"); pattern type: l1
len(selected_patterns):151; curr precision: 0.975; curr recall: 0.1144; curr f1: 0.2048; curr tp: 12491; curr fp: 320; curr fn: 96660; curr tn: 1562858; precision of pattern: 1.0; tp, abs. recall of pattern: 78; pattern: ('SRL_arg1', 'POS_VBN', "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):152; curr precision: 0.9748; curr recall: 0.1146; curr f1: 0.2051; curr tp: 12506; curr fp: 323; curr fn: 96645; curr tn: 1562855; precision of pattern: 1.0; tp, abs. recall of pattern: 78; pattern: ('SRL_arg1', 'POS_VBD', "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):153; curr precision: 0.9749; curr recall: 0.1149; curr f1: 0.2056; curr tp: 12543; curr fp: 323; curr fn: 96608; curr tn: 1562855; precision of pattern: 1.0; tp, abs. recall of pattern: 77; pattern: ('DEP_advmod', "_OSYNSET('FAST.A.02')", "SYNSET('VERY.R.01')"); pattern type: l1
len(selected_patterns):154; curr precision: 0.9748; curr recall: 0.1153; curr f1: 0.2061; curr tp: 12581; curr fp: 325; curr fn: 96570; curr tn: 1562853; precision of pattern: 1.0; tp, abs. recall of pattern: 77; pattern: ('PROX_near2', "_OSYNSET('BETTER.A.02')", 'POS_.'); pattern type: l1
